PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,RatingBin,BestMove,A,B,C,D
1F0FT,r1bqk2r/pp1p2p1/2nBp1n1/4P3/7P/2P2N2/P1Q2PP1/1R2K2R w Kkq - 0 18,f4g6 c2g6,604,79,100,133,mate mateIn1 middlegame oneMove,https://lichess.org/4YVIPFf5/black#34,Sicilian_Defense Sicilian_Defense_Wing_Gambit,"(600, 700]",c2g6,h1g1,c2g6,d6e7,d6b4
1Wvk6,r1bq1rk1/pp1n1ppn/4p3/2pp4/3P4/2P1PNP1/PPQN1PP1/R3K2R w KQ - 0 12,f6h7 c2h7,604,82,100,193,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/tlbXIutC/black#22,Queens_Pawn_Game Queens_Pawn_Game_London_System,"(600, 700]",c2h7,f3h4,c2h7,a2a4,a2a3
1vFJl,r4rk1/pp3ppp/8/1N1p4/6n1/1PQ5/PB1N2Pq/R3bK2 w - - 0 18,f2e1 c3g7,604,80,100,293,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/asdgEDNx/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian,"(600, 700]",c3g7,c3c4,c3d4,c3g7,f1e2
5L70Z,3R4/8/p3kp2/4p3/P3r2P/8/3p1PP1/5K2 b - - 1 38,h8d8 e4e1,604,77,100,324,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/spQLDeJm#75,,"(600, 700]",e4e1,d2d1r,e4e1,d2d1b,e4h4
5budl,r1b2k1r/pppp2pp/5n2/8/1q1N4/8/PPQ2PPP/RNB1R1K1 b - - 0 13,f3d4 b4e1,604,87,100,514,hangingPiece kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/UcjqgJM7#25,Scotch_Game Scotch_Game_Haxo_Gambit,"(600, 700]",b4e1,b4b2,b4e1,b4a4,a7a5
5eFZi,r1b3k1/pp3p1p/2p2np1/8/2P4q/2N2P2/PRQ3PP/4R1K1 b - - 0 20,d1e1 h4e1,604,86,100,124,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/C5RpYyJJ#39,,"(600, 700]",h4e1,g6g5,h4e4,h4e1,h4f4
5wVAf,r2q1r1k/ppb1n1p1/4B3/2P1npp1/1P1Np3/2P5/P4PPP/R2Q1RK1 w - - 0 19,h6g5 d1h5,604,85,100,367,mate mateIn1 middlegame oneMove,https://lichess.org/NboY0teN/black#36,French_Defense French_Defense_Tarrasch_Variation,"(600, 700]",d1h5,d1d3,c5c6,d1f3,d1h5
6ceC2,2r4r/1bqn1k1p/p2Q1n2/8/1p2P3/4BP2/PPP1N1PP/2KR3R b - - 1 18,c3e2 c7c2,604,80,100,372,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/3EDj8lFc#35,Sicilian_Defense Sicilian_Defense_Najdorf_Variation,"(600, 700]",c7c2,f7g6,f6d5,c7c2,h8g8
7fSOJ,r3k2r/p2n1ppp/2Qbp3/1p2q3/8/2N1B3/PP2BPPP/R4RK1 b kq - 0 18,a6c6 e5h2,604,88,100,466,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/5Uhx6n2T#35,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation,"(600, 700]",e5h2,h8f8,e5h2,e5g5,e5d4
7ipHs,1k1r3r/pp1n1ppp/8/q2B4/5P2/7P/PQ4P1/1K1R3R w - - 0 23,b6a5 b2b7,604,79,100,447,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/3KypHeTJ/black#44,,"(600, 700]",b2b7,b2b7,b1c1,d5b3,b2c1
8otry,r4b1r/p1RR3p/1p3p2/kP2p1p1/2P5/P3P3/6PP/2K5 w - - 1 23,a6a5 c7a7 a8a7 d7a7,604,80,100,1479,endgame mate mateIn2 short,https://lichess.org/bJD8dAkR/black#44,,"(600, 700]",c7a7,g2g4,c7c5,d7d3,c7a7
92noA,4rr1k/ppQ3b1/3p4/4pq2/4np2/7P/PP1B1P1K/R5R1 w - - 1 32,f6e4 c7g7,604,81,100,1288,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/kBNAjNfR/black#62,,"(600, 700]",c7g7,a2a3,g1g4,c7c8,c7g7
AhkVc,8/4pk1p/6p1/4b3/4Q3/2q1B2P/P4PP1/4R1K1 b - - 1 29,b1e4 c3e1,604,81,100,158,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/lpM1RvRK#57,,"(600, 700]",c3e1,c3d3,e5h8,c3e1,f7f6
Az3rX,r5k1/4R2p/2P2ppB/4b3/1Np5/7P/5PP1/6K1 b - - 0 38,c2b4 a8a1 h6c1 a1c1,604,80,100,296,endgame mate mateIn2 short,https://lichess.org/DsIjqzLp#75,,"(600, 700]",a8a1,e5h2,e5c7,e5c3,a8a1
CCCP3,1r5k/6pp/8/4p2N/p4P2/n1Q5/P6P/K1N1R3 b - - 0 30,d3c3 b8b1,604,93,100,527,endgame mate mateIn1 oneMove,https://lichess.org/dL1AGQ3h#59,,"(600, 700]",b8b1,b8g8,h7h6,b8b2,b8b1
CxNoc,r2q1rk1/4ppbp/p2p2p1/1ppn1P2/2P1P2Q/7R/PPP3PP/R1B3K1 w - - 0 15,f6d5 h4h7,604,88,100,325,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/NP6Hv3h6/black#28,Sicilian_Defense Sicilian_Defense_Closed,"(600, 700]",h4h7,c1f4,g2g3,h4h7,e4e5
DFKuA,r4rk1/pp1bp2p/3p2p1/1qp5/2P1P3/1P3P2/P6Q/bN3KNR w - - 2 19,a5b5 h2h7,604,79,100,73,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Lx8Hzksv/black#36,Pirc_Defense Pirc_Defense_Other_variations,"(600, 700]",h2h7,c4b5,f3f4,h2c2,h2h7
DxD5Y,1r2r2k/1pRb1ppp/p3q3/3p4/P4n1Q/3B1P2/2P3PP/R5K1 w - - 0 25,h5f4 h4h7,604,78,100,1162,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/IW7Kh93j/black#48,,"(600, 700]",h4h7,h4h7,c2c4,a1b1,c7d7
EVEP3,2r3k1/pb2qpp1/1p5p/3n4/3P4/PP1QrP2/2B3PP/R4R1K w - - 0 23,f6d5 d3h7 g8f8 h7h8,604,77,100,108,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/t38PLMwl/black#44,,"(600, 700]",d3h7,h2h4,a1b1,d3h7,a1d1
EWT0I,8/7k/2r4p/R3N3/P5n1/5N2/5PP1/6K1 b - - 1 35,f7e5 c6c1 f3e1 c1e1,604,79,100,178,endgame mate mateIn2 short,https://lichess.org/EyTtYzAV#69,,"(600, 700]",c6c1,c6d6,c6c1,c6c5,c6b6
FdXRf,3r2k1/pp2qpp1/7p/8/5Q2/2P1P3/P2r1PPP/R2R2K1 b - - 4 21,f3f4 d2d1 a1d1 d8d1,604,82,100,128,backRankMate endgame mate mateIn2 short,https://lichess.org/0nqBg1VA#41,,"(600, 700]",d2d1,e7f8,f7f6,d8a8,d2d1
Ggu7C,r3r1k1/4qppp/3P4/p5P1/1p1p3P/2p2P2/PPPN2Q1/2K1R2R b - - 0 26,e5d6 e7e1 h1e1 e8e1,604,81,100,374,mate mateIn2 middlegame queensideAttack short,https://lichess.org/ThykOJA7#51,,"(600, 700]",e7e1,e7f6,a5a4,e7e1,c3b2
HrQTh,2rq1rk1/3nbppn/p2p3B/1p2pP2/P2P4/1NP3QP/1P3PP1/R3R1K1 w - - 1 20,f6h7 g3g7,604,83,100,67,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/wzts6MDD/black#38,,"(600, 700]",g3g7,g3g7,h3h4,c3c4,g3g5
IF0oP,1r4k1/p1p2pp1/2p3q1/1r6/3PpQ1P/P1P1Bb2/2P2P1K/R1R5 b - - 14 32,g3h2 g6g2,604,81,100,131,mate mateIn1 middlegame oneMove,https://lichess.org/sONK4OC7#63,,"(600, 700]",g6g2,g6g2,b5h5,f7f6,b8d8
08XtR,r1bqk1nr/ppp2p1p/2n4b/8/2p1PQ2/8/PPPP2PP/RNB1NRK1 w kq - 0 9,d5c4 f4f7,605,80,100,164,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/6o4os7zg/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Blachly_Gambit,"(600, 700]",f4f7,g2g3,b2b3,f4d6,f4f7
0cHv9,4r2k/p1pQ2pp/2n5/8/7q/2P2P1P/PP4PK/3r4 w - - 0 32,e1d1 d7e8,605,80,100,159,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/CruqZrwv/black#62,,"(600, 700]",d7e8,d7e8,d7e6,g2g4,d7d8
1erbl,1r1q1r2/p1pp2k1/1pn3pb/3B2P1/3P1P2/4B3/PPP4Q/R3K3 w Q - 1 19,h7g7 h2h6,605,79,100,308,mate mateIn1 middlegame oneMove,https://lichess.org/ur3hSzfN/black#36,Modern_Defense Modern_Defense_Other_variations,"(600, 700]",h2h6,h2h6,a2a3,b2b4,e1f1
3jSjn,r3r1k1/pp2qpb1/2p3pp/2n2b2/2P1p3/1PQ1PN1P/PB2BPP1/3RK2R w K - 0 17,e5e4 c3g7,605,85,100,205,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/pn5VxSBm/black#32,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,"(600, 700]",c3g7,g2g3,f3g5,c3g7,d1d4
4H5gj,r3r1k1/ppbn1ppb/2pq3p/1P1p3N/P2P2Q1/2N5/B1P2PPP/R4RK1 b - - 4 19,g3h5 d6h2,605,77,100,133,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/FDBxVGUU#37,,"(600, 700]",d6h2,g7g5,a8c8,d6h2,h7f5
6YDO1,6k1/q4pp1/7p/8/1PQ5/8/6PP/7K b - - 1 40,f1c4 a7a1 c4c1 a1c1,605,77,100,95,backRankMate endgame mate mateIn2 queenEndgame short,https://lichess.org/UsuuMlBK#79,,"(600, 700]",a7a1,a7d4,a7a1,g8h7,g8h8
7hskN,rn4rk/ppq2p1p/4pp2/3p3Q/8/P2B3P/1PP2PP1/R4RK1 w - - 4 18,f8g8 h5h7,605,83,100,329,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DL4uOeIn/black#34,Scandinavian_Defense Scandinavian_Defense_Main_Line,"(600, 700]",h5h7,h5d5,h5h7,b2b4,d3b5
884tx,3r2k1/8/p1Q4p/1p2rp2/5Pp1/8/PPP3PP/3R3K b - - 0 35,a1d1 d8d1,605,83,100,67,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/02V2ReaV#69,,"(600, 700]",d8d1,d8b8,d8d1,d8a8,e5e1
8Ri95,r3r1k1/pp2Pppp/8/2p1Q3/2P1n1b1/P3q1P1/1B2B2P/R3K2R w KQ - 2 22,f5g4 e5g7,605,80,100,88,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/4TuBTXWG/black#42,,"(600, 700]",e5g7,e5d6,b2d4,a3a4,e5g7
9yqcT,1R1R1bk1/5pp1/p2n2bp/8/6P1/3r3P/P1p2PK1/5N2 w - - 0 34,c3c2 d8f8 g8h7 f8h8,605,80,100,249,mate mateIn2 middlegame short,https://lichess.org/rfYHRrzU/black#66,,"(600, 700]",d8f8,g2h1,b8b5,d8f8,b8b1
0cALp,2r3k1/pb3ppp/1p2p1q1/8/3Q1n2/2P2P2/PP4PP/3R1NK1 w - - 0 29,d5f4 d4d8 c8d8 d1d8,701,76,100,118,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/CvuZzoBT/black#56,,"(700, 800]",d4d8,d4f6,h2h3,d4e4,d4d8
1PXl3,8/p1Q5/kp6/8/P3pB2/2P5/KP2q3/3n4 b - - 0 39,e5c7 e2b2,701,79,100,307,endgame mate mateIn1 oneMove,https://lichess.org/6KeVILSI#77,,"(700, 800]",e2b2,e2c4,e2b2,e2c2,e2h5
4462j,6k1/3b1pb1/p3p3/3p1q1N/P5QP/1P4P1/2r3PK/3R4 w - - 2 31,e5f5 g4g7,701,76,100,328,mate mateIn1 middlegame oneMove,https://lichess.org/pAFozi03/black#60,,"(700, 800]",g4g7,d1f1,g4e2,g4g7,d1a1
4MvL3,6k1/5pp1/1r1r1q1p/pp1PR3/2p1Q3/8/PP3PPP/3R2K1 w - - 3 28,d8d6 e5e8,701,79,100,399,endgame mate mateIn1 oneMove,https://lichess.org/XVQd2h75/black#54,,"(700, 800]",e5e8,a2a4,e4d3,g2g3,e5e8
5W2kp,5k2/1q3ppp/p2p4/Pp1Pp1Q1/1P2P3/7P/5PP1/6K1 w - - 3 28,e7f8 g5d8,701,80,100,74,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/2sUluh51/black#54,,"(700, 800]",g5d8,g5d8,g5g3,g2g3,g5f4
5dJBk,8/8/2bn1kp1/1pN4P/2pKp2P/2P5/1P6/1B6 b - - 0 50,g4h5 d6f5,701,78,100,342,endgame mate mateIn1 oneMove,https://lichess.org/ajCvjYSy#99,,"(700, 800]",d6f5,c6a8,d6c8,d6f5,f6f5
6rdKB,2kr2r1/3nbp2/pp2p2p/3p2p1/3P4/2PB2B1/1P3PPP/R4RK1 w - - 0 19,b7a6 d3a6,701,79,100,128,bodenMate mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/gToW8VFa/black#36,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,"(700, 800]",d3a6,h2h3,g3h4,d3c4,d3a6
6t3lq,4b3/ppr3pk/2n2p2/4pP2/PqBbP3/5R2/1P4PP/R1B4K w - - 0 26,h8h7 f3h3 e8h5 h3h5,701,82,100,149,mate mateIn2 middlegame short,https://lichess.org/0w4t5gsX/black#50,,"(700, 800]",f3h3,f3g3,f3h3,a4a5,c1h6
8Mrjh,5r1k/p1p3pp/8/3Q4/3N4/8/Pq4PP/5R1K b - - 0 26,f5d4 f8f1,701,79,100,420,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/0v1LV4Dl#51,,"(700, 800]",f8f1,f8f1,f8f7,f8g8,b2a3
9Mkxm,r4k2/4prn1/p1p4Q/4P3/1p6/3B4/bqPK2PP/1N5R w - - 3 25,e8g7 h6h8,701,78,100,325,mate mateIn1 middlegame oneMove,https://lichess.org/tZ6XeT0N/black#48,,"(700, 800]",h6h8,h6h8,h6h7,d3b5,g2g3
9gF3d,r1r3k1/1bp2pp1/4p2p/p1Q1P1q1/5P2/P7/1P2B1PP/2R2RK1 b - - 0 20,f2f4 g5g2,701,80,100,61,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/eyMGgMWM#39,,"(700, 800]",g5g2,a8a7,g8h7,g5g2,c8e8
A02DT,6k1/p1r2pp1/3R4/2n5/4B3/6P1/6K1/8 w - - 10 40,d7c5 d6d8,701,82,100,55,endgame mate mateIn1 oneMove,https://lichess.org/r93yO9N4/black#78,,"(700, 800]",d6d8,d6e6,d6g6,d6h6,d6d8
A0BK1,4r1k1/1p3ppp/p2qr3/1p1P4/8/PQ3R1P/1P3PP1/3R2K1 b - - 0 25,d4d5 e6e1 d1e1 e8e1,701,80,100,287,endgame kingsideAttack mate mateIn2 short,https://lichess.org/XpwgaZXx#49,,"(700, 800]",e6e1,d6b8,e6e4,e8b8,e6e1
A2G5j,6k1/pQ3pp1/6qp/3P4/P7/4P3/1P2r1PP/5RK1 b - - 0 29,d4d5 g6g2,701,76,100,379,endgame mate mateIn1 oneMove,https://lichess.org/8rXbFWTh#57,,"(700, 800]",g6g2,e2e1,g6g2,g6b6,e2c2
ACTka,r1b1k2r/p2p1pp1/4pn2/2qP3p/2P1P3/1N1n1PP1/P2B2BP/1R1Q1K1R b kq - 2 18,d4b3 c5f2,701,75,100,314,mate mateIn1 middlegame oneMove,https://lichess.org/Za2a2mRX#35,Benoni_Defense Benoni_Defense_French_Benoni,"(700, 800]",c5f2,c5c7,c5a3,c5f2,c5e3
AjbEO,6k1/Q4pp1/4p2p/3pP3/P7/8/2q2PPP/1R4K1 b - - 0 31,a1b1 c2b1,701,114,100,35,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/Oq6hpXTZ#61,,"(700, 800]",c2b1,c2b1,c2c3,g7g5,c2h7
B9OhD,r1b5/ppk5/2nb4/4p3/2Q5/qRnB4/P4PPP/5KNR b - - 6 26,b2b3 a3c1,701,77,100,375,mate mateIn1 middlegame oneMove,https://lichess.org/FA4ctteG#51,,"(700, 800]",a3c1,c3a4,a3c1,a7a5,a3b3
BBkWU,r3rn1k/1R3Qp1/p5p1/2b5/2B3P1/P6P/3q1P2/2R3K1 w - - 1 31,g8h8 f7g7,701,77,100,144,mate mateIn1 middlegame oneMove,https://lichess.org/Us2LFDP5/black#60,,"(700, 800]",f7g7,c1d1,f7g7,b7b3,b7b2
BeSLX,5rk1/pp4pp/8/8/1b1B4/3PNq2/P1P2n2/R4KQ1 w - - 0 27,g4f2 g1g7,701,76,100,290,mate mateIn1 middlegame oneMove,https://lichess.org/IWth0i6q/black#52,,"(700, 800]",g1g7,d4f6,g1f2,g1g7,a1e1
BeXIJ,5rk1/3q3r/4N1pp/4p3/4P3/4P3/PPP3PP/5R1K w - - 0 29,b8f8 f1f8,701,78,100,164,endgame mate mateIn1 oneMove,https://lichess.org/Zk4z22tJ/black#56,,"(700, 800]",f1f8,f1f7,f1d1,c2c3,f1f8
DYRpn,8/p3R1qk/6r1/6rp/5p1Q/2P2P2/PP5P/4R2K b - - 5 40,e2e7 g5g1 e1g1 g6g1,701,76,100,133,endgame mate mateIn2 short,https://lichess.org/v3JgsTF4#79,,"(700, 800]",g5g1,g6h6,g5g1,g7f7,h7g8
DaIns,r1b2rk1/p1p2ppp/3b1q2/3p4/3p3Q/2NB4/PPP2PPP/R4RK1 w - - 0 13,d8f6 h4h7,701,78,100,82,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/fiNewhZy/black#24,Russian_Game Russian_Game_Modern_Attack,"(700, 800]",h4h7,a1e1,c3e2,h4h7,f1b1
EkekX,1b6/1bq3k1/p4rpp/1P3p2/3Np3/1BP5/1P2QPP1/R4RK1 b - - 0 28,a4b5 c7h2,701,81,100,173,mate mateIn1 middlegame oneMove,https://lichess.org/LewdKnFM#55,,"(700, 800]",c7h2,c7h2,a6a5,c7c3,c7c8
FKTRk,4Rr1k/pp4pp/1q1p4/3Q4/3P4/1bP5/PP3PPP/6K1 w - - 2 25,f6f8 e8f8,701,87,100,64,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/ACbVnACD/black#48,,"(700, 800]",e8f8,d5c5,d5e6,e8f8,g1h1
Fuepo,3rB1k1/ppp2ppp/3q4/8/3Pb3/P1R1Pn2/1P3PPP/3Q1R1K b - - 2 18,g1h1 d6h2,701,77,100,336,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/aXlUpb1p#35,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense,"(700, 800]",d6h2,d6f6,c7c6,d6c5,d6h2
01BKZ,2kr1bnr/ppp2ppp/8/8/8/P4N2/b1PBPPPP/2KR1B1R b - - 0 11,b2a3 f8a3,702,89,100,470,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/MLJUlMpw#21,Englund_Gambit Englund_Gambit_Other_variations,"(700, 800]",f8a3,c8d7,d8e8,f8a3,b7b6
09PXh,4rrk1/pp6/3p2pp/2pP1Q2/2B2P1b/2B1q2P/PPP5/5R1K w - - 0 26,f7g6 f5g6,702,80,100,359,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/l9SNnMiA/black#50,,"(700, 800]",f5g6,h1g2,f5g6,f1a1,f1e1
1qpgv,2rr2k1/2q1bppp/p3p3/2p5/PpP5/1Pn1Bb1P/2Q2PP1/1B2RRK1 w - - 0 23,c6f3 c2h7 g8f8 h7h8,702,78,100,125,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/LPbkBfWZ/black#44,,"(700, 800]",c2h7,g2g4,c2h7,g2f3,c2a2
3EZcq,r1b2rk1/2pp2pp/p1p2n1B/8/8/6Q1/PPP1qPPP/R4RK1 w - - 0 15,e7e2 g3g7,702,79,100,401,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/BFmVbRkz/black#28,Scotch_Game Scotch_Game_Other_variations,"(700, 800]",g3g7,g3g7,a1e1,g3h4,g3f4
3tFhO,7Q/3k1r1p/p1b1p3/3p1pB1/Pq2pPp1/1B1nP3/6PP/3R2K1 w - - 0 41,b7b4 h8d8,702,81,100,167,mate mateIn1 middlegame oneMove,https://lichess.org/6adl10pM/black#80,,"(700, 800]",h8d8,h8c3,d1e1,h8d4,h8d8
3vFZs,r3k2r/ppp2ppp/3p4/4P3/4P1Qq/2NP3P/PPP3PR/R1B2BKn b kq - 2 14,f2g1 h4f2 g1h1 f2f1,702,79,100,122,deflection kingsideAttack mate mateIn2 middlegame short,https://lichess.org/aURDr6MY#27,Vienna_Game Vienna_Game_Vienna_Gambit,"(700, 800]",h4f2,a8c8,h4h5,h4e1,h4f2
4bqgJ,rnb1k2r/pp2ppbp/2p3p1/6B1/2BqQ3/8/PPP2PPP/R3K1NR w KQkq - 0 9,d8d4 e4e7,702,101,100,23,mate mateIn1 oneMove opening,https://lichess.org/c4iRXGIb/black#16,Caro-Kann_Defense Caro-Kann_Defense_Campomanes_Attack,"(700, 800]",e4e7,e4e7,c4f1,g5e3,g5e7
5dRSf,3r1rk1/1Q5p/5pp1/p3p3/5bq1/K6R/1P3PPP/8 w - - 0 34,d1g4 b7h7,702,85,100,449,endgame mate mateIn1 oneMove,https://lichess.org/JvpTHhWo/black#66,,"(700, 800]",b7h7,h3c3,b7h7,f2f3,b7b3
7Irq7,5k2/8/R3pK2/3pPp2/2pP1P2/2P5/pr6/r7 w - - 0 48,a3a2 a6a8 b2b8 a8b8,702,80,100,88,endgame mate mateIn2 rookEndgame short,https://lichess.org/c8ywbV7v/black#94,,"(700, 800]",a6a8,a6a7,a6b6,a6a8,a6a3
7Pmbq,5rk1/6p1/3p4/4q3/6R1/7P/6P1/5Q1K b - - 0 35,b5f1 f8f1,702,82,100,61,endgame mate mateIn1 oneMove,https://lichess.org/YefkUwk1#69,,"(700, 800]",f8f1,e5d5,e5e1,f8f1,d6d5
89tpl,r4k2/pp1bq2r/2p5/6R1/2Q1pPp1/1P2P3/PKPP4/6R1 w - - 5 32,c8d7 c4g8,702,83,100,80,mate mateIn1 middlegame oneMove,https://lichess.org/Wak9aDv7/black#62,,"(700, 800]",c4g8,c4d5,c2c3,g5g8,b2c3
9YnGU,5k2/5P2/3PPK1p/p7/8/7P/P7/2p5 w - - 0 51,c2c1q e6e7,702,78,100,334,advancedPawn endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/c0O9uoq7/black#100,,"(700, 800]", e6e,a2a3,h3h4,f6g6,e6e7
9r078,4r1k1/p2qp3/1p1pN3/5p2/8/1PQ1Pb2/P4P2/R3K3 w Q - 0 26,g6f5 c3g7,702,77,100,411,endgame mate mateIn1 oneMove,https://lichess.org/p9J37gNV/black#50,,"(700, 800]",c3g7,c3g7,c3c1,c3b2,c3d2
9rcBq,r5k1/2p2ppp/p2p4/3P4/1P3QPP/5RK1/4q3/3p4 w - - 0 37,d2d1q f4f7 g8h8 f7f8 a8f8 f3f8,702,79,100,88,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/dIrBpI0k/black#72,,"(700, 800]", f4f,f4f7,g4g5,f4f5,f4g5
CIC9C,5rk1/1Q3ppp/4p3/P2p4/3P1b2/2N5/5qPP/R2K1B1R b - - 0 19,b1c3 f2d2,702,77,100,112,mate mateIn1 middlegame oneMove,https://lichess.org/uNC8LHk3#37,,"(700, 800]",f2d2,f4e5,f2g2,f2d2,f7f6
CKnOk,7k/pp4p1/7p/8/3pQ3/1q6/6PP/2B4K b - - 6 32,a3c1 b3d1 e4e1 d1e1,702,91,100,32,backRankMate endgame fork mate mateIn2 short,https://lichess.org/WxzhCUwV#63,,"(700, 800]",b3d1,b3d1,b3f3,b3a2,h6h5
CudGN,3R4/5Qpk/1pq1p1p1/2r5/P7/4P1P1/1P3P1P/6K1 b - - 0 27,a7f7 c5c1 d8d1 c1d1,702,79,100,127,endgame mate mateIn2 short,https://lichess.org/aX9QTHq4#53,,"(700, 800]",c5c1,c6b7,c6e4,c5c1,c6h1
DYme2,8/8/p7/1p4r1/8/k1K5/6p1/6R1 w - - 0 55,b6b5 g1a1,702,79,100,231,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/lBh3JKRf/black#108,,"(700, 800]",g1a1,g1f1,g1a1,g1g2,g1e1
DrfCH,5Q2/p5pk/7p/4P1r1/P3P3/7q/6RP/5R1K b - - 0 40,c2g2 h3g2,702,76,100,132,endgame mate mateIn1 oneMove,https://lichess.org/8XlBUYSQ#79,,"(700, 800]",h3g2,h3d3,h3f3,h3g2,h3a3
EALUL,rk3r2/1p4pp/pBnR4/3B4/6n1/4p3/PPP1R1PP/2K5 b - - 1 23,d2e2 f8f1 e2e1 f1e1,702,78,100,249,mate mateIn2 middlegame short,https://lichess.org/UNVZVkKM#45,,"(700, 800]",f8f1,h7h5,f8c8,c6b4,f8f1
Eedmq,4r1k1/p4p1p/3b2pB/5p2/2pP4/2q4P/P4PP1/4R1K1 w - - 0 29,b8e8 e1e8 d6f8 e8f8,702,80,100,75,endgame mate mateIn2 short,https://lichess.org/OyiOgxmn/black#56,,"(700, 800]",e1e8,h6e3,e1d1,e1e8,h6f8
EuVgk,6rk/1Q1p1p1p/2rPp3/1p4q1/P7/1P6/5PPP/R4RK1 b - - 0 23,a2a4 g5g2,702,76,100,431,endgame mate mateIn1 oneMove,https://lichess.org/GGeAqIzW#45,,"(700, 800]",g5g2,g5h6,g5d5,g5g2,b5b4
G3n37,r2q1rk1/5pp1/p2p1b1p/nppP4/3P1B2/3Q1P1P/PPB2P2/R4RK1 w - c6 0 18,c7c5 d3h7,702,78,100,85,mate mateIn1 middlegame oneMove,https://lichess.org/ict5P0Rt/black#34,Ruy_Lopez Ruy_Lopez_Steinitz_Defense,"(700, 800]",d3h7,f4g3,f4d6,d3h7,d3a3
HGJCC,r4rk1/1pp3p1/6Rp/p4q2/6Q1/P2P4/1PP2NPP/R5K1 b - - 0 19,e4f2 f5f2 g1h1 f2f1 a1f1 f8f1,702,79,100,134,backRankMate long mate mateIn3 middlegame,https://lichess.org/ZWoX5xj8#37,,"(700, 800]",f5f2,g8h8,c7c6,f5f2,f5c5
HZkMg,8/6pk/2Q1p1bp/8/1Pq5/5B2/1r4PP/5R1K b - - 0 36,b7c6 c4f1,702,87,100,215,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/ICRzqsXV#71,,"(700, 800]",c4f1,c4f1,g6e8,g6e4,b2b3
Ib7H0,r3k2r/ppp3p1/3qp3/5nN1/6Q1/N1P5/PP3PP1/R1B2RK1 b kq - 0 18,h1g1 d6h2,702,80,100,338,mate mateIn1 middlegame oneMove,https://lichess.org/2S1bGgPy#35,Scandinavian_Defense Scandinavian_Defense_Modern_Variation,"(700, 800]",d6h2,d6c6,d6h2,a8b8,d6b4
00ghH,5r1k/6p1/1Q2pq1p/P2P1r2/8/2P1R3/6PP/4R1K1 b - - 0 39,d4d5 f5f1 e1f1 f6f1,703,76,100,256,endgame mate mateIn2 short,https://lichess.org/ycQ7nVZM#77,,"(700, 800]",f5f1,g7g6,f5f1,f8d8,e6d5
