PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,RatingBin,BestMove,A,B,C,D,GPT_BestMove
2rn5F,7k/2q4P/p1bp1rr1/1p1Qpp2/8/3B4/PPP5/1K4R1 w - - 0 41,f7f6 d5g8 g6g8 h7g8q,1620.0,76.0,100.0,143.0,advancedPawn mate mateIn2 middlegame promotion short,https://lichess.org/9QTsbqRV/black#80,,"(1600, 1700]",d5g8,d5g2,c2c4,d3c4,d5g8,d5g8
Ijrbt,r4rk1/2pn2pp/1p1pp3/p3P3/2PP2n1/PP1Bq2P/1BQN2K1/R4R2 b - - 0 19,h1g2 f8f2 f1f2 e3f2 g2h1 f2h2,1620.0,75.0,100.0,127.0,long mate mateIn3 middlegame,https://lichess.org/TQmnJY2p#37,,"(1600, 1700]",f8f2,e3e5,f8f2,g4e5,d6e5,e3d2
DyFsA,r2qkb1r/1pp2p2/p2p4/4N3/2B1P2p/2N5/PPP2PPK/R2bR3 w kq - 0 16,g4d1 c4f7 e8e7 c3d5,1623.0,74.0,100.0,795.0,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/7sUOdn0R/black#30,Vienna_Game Vienna_Game_Max_Lange_Defense,"(1600, 1700]",c4f7,f2f3,g2g4,c4f7,e5f3,e5f7
FDL0z,7k/p3pRrn/2p3P1/8/1p1b4/P3n3/1PP3P1/2K4R w - - 1 33,g8g7 f7f8 g7g8 h1h7,1624.0,84.0,100.0,68.0,deflection endgame mate mateIn2 pin short,https://lichess.org/7m85eUBB/black#64,,"(1600, 1700]",f7f8,f7f8,c2c4,h1h5,f7f6,f7e7
CDkhH,5rk1/5ppp/4p1r1/1R2Q3/3P1P2/P1B4P/1P2RqPK/8 b - - 4 36,e3e2 g6g2 h2h1 f2f1,1626.0,104.0,100.0,46.0,mate mateIn2 middlegame short,https://lichess.org/7iIoFCRG#71,,"(1600, 1700]",g6g2,f2e1,f2f1,g6h6,g6g2,f2xg2
AymiZ,r4k2/pp2rp2/2pQ2p1/q5P1/2P1P2R/2b2P2/Pp2KP2/7R w - - 1 25,e8e7 h4h8 c3h8 h1h8 f8g7 d6f6,1629.0,74.0,100.0,2465.0,long mate mateIn3 middlegame sacrifice,https://lichess.org/0K2CmNl8/black#48,,"(1600, 1700]",h4h8,d6d4,h4h8,h1g1,d6e6,d6e7
GzizQ,r4rk1/ppp3pp/3b4/4n3/2P2Pnq/PPN1P1P1/4N2P/R1BQK2R b KQ - 0 14,g2g3 e5f3 e1f1 h4h3,1629.0,74.0,100.0,391.0,mate mateIn2 middlegame short,https://lichess.org/bm6PhnP8#27,Queens_Gambit_Declined Queens_Gambit_Declined_Albin_Countergambit,"(1600, 1700]",e5f3,h4h2,e5f3,f8f6,h4f6,g4e3
0aGFN,2kr1b1r/pppq3p/5n2/4p1N1/2B3b1/8/PPQ2P2/RNB1K1R1 b Q - 1 16,h1g1 d7d1 c2d1 d8d1,1630.0,104.0,100.0,43.0,mate mateIn2 middlegame short,https://lichess.org/DBWsNMF6#31,Bishops_Opening Bishops_Opening_Other_variations,"(1600, 1700]",d7d1,g4h5,c7c6,d7d1,g4f5,d7f5
A7iH4,6k1/6p1/3Q1p2/2pP4/2B1PK2/1P2n1P1/7q/8 b - - 1 52,g5f4 h2f2,1630.0,76.0,100.0,115.0,endgame mate mateIn1 oneMove,https://lichess.org/qZcqwbNs#103,,"(1600, 1700]",h2f2,h2h8,h2f2,h2b2,e3g2,h2h6
1m9kx,k1r5/p4ppp/8/1N6/4p1n1/2P1Bq2/P4P2/1R1RK3 w - - 6 23,h8c8 b5c7 c8c7 d1d8 c7c8 d8c8,1632.0,75.0,100.0,542.0,long mate mateIn3 middlegame sacrifice,https://lichess.org/k2IpU7hC/black#44,,"(1600, 1700]",b5c7,b5c7,d1d7,e3c5,e1f1,d1d8
1tNSd,2b1k3/p4r1B/n7/3pP3/2p5/q3P1P1/3K1P2/1Q1R3R b - - 1 26,c1d2 f7f2 d2e1 a3e3,1633.0,75.0,100.0,1496.0,deflection mate mateIn2 middlegame short,https://lichess.org/0TfxGx8u#51,,"(1600, 1700]",f7f2,c8d7,f7f2,a3b3,f7e7,a3a2
3cx87,6k1/1p6/p1n1NQ1p/3p1B2/5p2/4pP2/PP4rP/R2KB1r1 b - - 2 35,c3f6 g2d2 d1c1 g1e1,1633.0,75.0,100.0,448.0,deflection mate mateIn2 middlegame pin short,https://lichess.org/ew84vdWl#69,,"(1600, 1700]",g2d2,c6d4,a6a5,g2g4,g2d2,g2d2
Ab7CD,r1r3k1/5pp1/2b3qp/4B3/1pP3Q1/1P3P2/1K4PP/3R2R1 b - - 4 29,d4g4 a8a2 b2a2 g6c2 e5b2 c8a8,1634.0,74.0,100.0,143.0,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/nUolkgtS#57,,"(1600, 1700]",a8a2,f7f5,g6g4,a8a2,c8b8,f7f5
8ANaN,5k2/pp2r3/3p4/1PpP2R1/P6n/6Q1/1P4Pq/3B1K2 b - - 0 40,c3g3 h2h1 f1f2 h1e1,1639.0,74.0,100.0,1065.0,endgame mate mateIn2 short,https://lichess.org/JQSOUxKV#79,,"(1600, 1700]",h2h1,e7g7,a7a6,h2h1,f8f7,h2g3
9YMbF,r2q1k1r/1ppnp1b1/p5Q1/3Pp1pp/P3N1pP/8/1PP2PP1/R3K2R w KQ - 0 19,f6g5 e4g5 d8e8 g5e6 f8g8 g6g7,1639.0,75.0,100.0,1329.0,long mate mateIn3 middlegame,https://lichess.org/VwwsbWVK/black#36,Pirc_Defense Pirc_Defense_Other_variations,"(1600, 1700]",e4g5,f2f3,e1e2,e4g5,h4g5,g6g7
09UvK,rn2k2r/pp3pp1/2p4p/2bpPq2/4n3/2PB1P2/PP4PP/RNBQ1R1K b kq - 2 12,g1h1 e4g3 h2g3 f5h5,1640.0,74.0,100.0,143.0,kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/zGb8YSQr#23,Philidor_Defense Philidor_Defense_Other_variations,"(1600, 1700]",e4g3,c5e7,c5d6,e4g3,b8a6,e4f2
BbLqg,R7/6pk/8/3p1r2/P1pPn1PK/7P/2R1N3/8 b - - 0 44,g2g4 g7g5 h4h5 e4f6,1640.0,74.0,100.0,125.0,endgame mate mateIn2 short,https://lichess.org/lMLvFBv4#87,,"(1600, 1700]",g7g5,f5f6,f5f4,f5f2,g7g5,e4f2
HYrRO,r5rk/4p2n/p2pN1p1/q3n3/bp2P1P1/1B3P2/PPP1N3/2KR3R w - - 0 22,f6h7 h1h7 h8h7 d1h1,1640.0,74.0,100.0,292.0,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/Bzx28rj0/black#42,,"(1600, 1700]",h1h7,b3d5,b3a4,h1h7,e6g5,e6f8
1ICK2,rn2k1nr/6Q1/2p1p2p/4N3/4P3/1pP1B3/3K1PPP/5q2 w kq - 0 22,d7e6 g7f7 e8d8 e3b6 d8c8 f7c7,1641.0,74.0,100.0,721.0,exposedKing long mate mateIn3 middlegame,https://lichess.org/mmSgr7wr/black#42,,"(1600, 1700]",g7f7,g7h8,g7h6,e3f4,g7f7,g7f8
9V0dI,2r2r2/3qn3/p2p2pk/1pp3Rb/5P2/P1Q5/1P3P2/2K4R w - - 2 36,g4h5 h1h5 g6h5 c3g7,1641.0,75.0,100.0,477.0,mate mateIn2 middlegame sacrifice short,https://lichess.org/ZXWJ91bQ/black#70,,"(1600, 1700]",h1h5,g5h5,h1h4,c3f3,h1h5,g5h5
AgB94,4r1k1/1p3ppp/p7/3p4/6Pq/2P1nP1P/P6K/R2QR1N1 b - - 2 26,f1e1 h4f2 h2h1 f2g2,1641.0,76.0,100.0,105.0,mate mateIn2 middlegame short,https://lichess.org/Rm3kadOE#51,,"(1600, 1700]",h4f2,h4f2,b7b6,h7h5,h4g5,f3g5
FoBiK,5rk1/1pQ2qb1/3p4/P2P4/1P1pB3/3N4/6pP/2R3K1 b - - 1 34,h1g1 f7f1 c1f1 g2f1q,1642.0,74.0,100.0,609.0,advancedPawn mate mateIn2 middlegame promotion short,https://lichess.org/WQIjjDlN#67,,"(1600, 1700]",f7f1,g7h6,f7f1,f7f4,f8b8,f8f1
2WNn1,5rk1/5ppp/7r/5Q2/1pB2P2/8/pqP3PP/4R1K1 w - - 0 28,a3a2 f5f7 f8f7 e1e8,1643.0,75.0,100.0,480.0,endgame mate mateIn2 pin sacrifice short,https://lichess.org/JEfbgkBX/black#54,,"(1600, 1700]",f5f7,c4a2,f5d5,f5f7,c4f7,f5f7
Emt58,8/2Rnk1p1/p1Q2p1p/3PpK2/4P2P/6P1/P3q3/8 b - - 14 42,g4f5 e2h5,1643.0,76.0,100.0,533.0,endgame mate mateIn1 oneMove,https://lichess.org/WgKQ8Qr0#83,,"(1600, 1700]",e2h5,e2h5,e2a2,e2d1,e2c4,e2f3
29t0M,r3kb1r/pp2qpp1/4p3/3pP3/N2N1P2/1P1Q2p1/P2B2P1/R4RK1 b kq - 1 18,h1g1 h8h1 g1h1 e7h4 h1g1 h4h2,1644.0,94.0,100.0,71.0,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/qDKH7YNl#35,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation,"(1600, 1700]",h8h1,h8h1,b7b5,e7h4,g7g5,a7a6
3fwKf,1b5k/pR1Q2pp/8/6KP/4pr2/2P5/PP4P1/7r b - - 5 38,g4g5 h7h6 g5g6 f4f6,1646.0,78.0,100.0,44.0,endgame mate mateIn2 short,https://lichess.org/Extu95II#75,,"(1600, 1700]",h7h6,h7h6,h1e1,b8e5,h1d1,h1h5
6NEFp,k2rr3/1p2b1pp/pPp2p2/6q1/3P2b1/1BP3BP/1P2Q1P1/R3n1K1 w - - 0 30,d3e1 a1a6 b7a6 e2a6,1647.0,85.0,100.0,64.0,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/e1rIUIOq/black#58,,"(1600, 1700]",a1a6,a1a6,b3c2,b3e6,b3a4,c3e1
8G8lK,7k/4p1bp/4R1p1/2q5/4Q3/5N1P/2r2PP1/R5K1 b - - 0 33,f1a1 c5f2 g1h2 f2g2,1647.0,76.0,100.0,214.0,mate mateIn2 middlegame short,https://lichess.org/e4TAJY11#65,,"(1600, 1700]",c5f2,g7c3,c5f5,c5e5,c5f2,c2c1
EcrHz,8/4PR1p/p1N4p/3p1P2/2b2kP1/P1r4P/7K/8 b - - 0 34,e6e7 c3c2 h2g1 f4g3 e7e8q c2c1 e8e1 c1e1,1648.0,84.0,100.0,48.0,endgame mate mateIn4 veryLong,https://lichess.org/9LuVW0C6#67,,"(1600, 1700]",c3c2,d5d4,c3e3,f4e4,c3c2,c3a3
F51qE,5rk1/2b3p1/4p2p/1p1p4/1P4rP/P3RqP1/Q2R1P1K/5N2 b - - 5 34,e2e3 g4h4 h2g1 f3h1,1648.0,77.0,100.0,121.0,mate mateIn2 middlegame pin short,https://lichess.org/DgL2gfVk#67,,"(1600, 1700]",g4h4,f8b8,c7d8,f8f5,g4h4,g4g3
610so,8/3R3p/4r1p1/4N2k/p3Pn2/P3RPKP/1r6/8 b - - 0 40,f7e5 b2g2 g3f4 e6f6,1649.0,74.0,100.0,82.0,endgame mate mateIn2 sacrifice short,https://lichess.org/Yn1AjIMp#79,,"(1600, 1700]",b2g2,b2b3,b2g2,h5g5,g6g5,r2f2
9r8Ke,r3r1k1/pb3p1p/1p2pBpQ/4P3/4pP2/2P1q3/PP4PP/R4K1R b - - 6 22,e1f1 b7a6 c3c4 a6c4,1649.0,75.0,100.0,207.0,mate mateIn2 middlegame short,https://lichess.org/SPUKnB44#43,,"(1600, 1700]",b7a6,e3c1,e3e2,e3f3,b7a6,e3f4
AfXui,6rk/pp1q1p1n/2ppn1r1/4pN1Q/4P3/P2P2P1/RPP2PK1/5R2 w - - 7 30,g5e6 h5h7 h8h7 f1h1 g6h6 h1h6,1649.0,76.0,100.0,394.0,attraction exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/Rc8SJW2L/black#58,,"(1600, 1700]",h5h7,f1h1,h5h4,h5h7,g2h2,h5h7
55Tnu,8/5ppb/3R3p/3R4/k1B2P1P/1p4P1/2r5/K7 b - - 0 40,e2c4 c2a2,1651.0,76.0,100.0,604.0,endgame mate mateIn1 oneMove,https://lichess.org/zc59aznB#79,,"(1600, 1700]",c2a2,h7e4,h7g8,c2a2,g7g6,b3b2
GL7DQ,4R3/8/1r4p1/1p5p/1P3Pk1/6P1/6K1/8 w - - 1 48,g5g4 e8e5 h5h4 e5g5,1651.0,75.0,100.0,912.0,endgame mate mateIn2 rookEndgame short,https://lichess.org/z8uO5M07/black#94,,"(1600, 1700]",e8e5,e8c8,g2f1,g2f2,e8e5,e8e4
6BqqI,6k1/1rp2prN/1p3q1Q/pP1P3R/P7/2P1p3/6PP/R5K1 b - - 0 32,g5h7 f6f2 g1h1 f2g2,1652.0,74.0,100.0,367.0,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/5k9R1kJk#63,,"(1600, 1700]",f6f2,g7g5,f6f3,g7g2,f6f2,f6h6
D6Z1b,8/4k3/5R2/3KP3/3P1P2/2r5/4b3/8 b - - 9 57,c5d5 e2f3,1652.0,76.0,100.0,302.0,endgame mate mateIn1 oneMove,https://lichess.org/3afAI3pj#113,,"(1600, 1700]",e2f3,e2d1,e2f1,e2f3,e2h5,e2c4
EAjZK,2r3k1/p1P2rp1/4p2P/4B2P/3P4/q2bP3/5Q2/2R1K1R1 b - - 0 37,d2f2 a3c1,1652.0,78.0,100.0,96.0,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/UPxlaapT#73,,"(1600, 1700]",a3c1,a3c1,c8c7,f7d7,d3b1,a3a5
5Psa0,7r/ppp5/k2p4/2nQ4/1R4K1/2N5/PPP3P1/6q1 w - - 4 29,b6a6 d5c4 b7b5 c4b5,1653.0,74.0,100.0,614.0,endgame mate mateIn2 short,https://lichess.org/JU6eLEQN/black#56,,"(1600, 1700]",d5c4,d5c4,d5d2,d5d6,g2g3,d5a8
FrsQi,r3r3/ppqn1ppk/2p2pN1/8/3P1P2/2P5/PPQ4b/R1B2RK1 w - - 0 18,g3h2 c2h2 h7g6 f4f5,1654.0,75.0,100.0,446.0,mate mateIn2 middlegame short,https://lichess.org/GvnDkGfd/black#34,Caro-Kann_Defense Caro-Kann_Defense_Tartakower_Variation,"(1600, 1700]",c2h2,g1h2,g1f2,g1h1,c2h2,g6h8
HWKmT,r3k2r/1p2qpp1/p1p3n1/2PP4/3P4/1PN1PQp1/PB4P1/R4RK1 b kq - 2 20,d1f3 h8h1 g1h1 e7h4 h1g1 h4h2,1654.0,77.0,100.0,289.0,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/tUMiSE9E#39,,"(1600, 1700]",h8h1,h8h1,e7g5,e7h4,e8f8,g6h4
1sAzK,4r2k/5Rb1/p6p/1ppb1N2/6P1/1PP4P/P1Q2P2/6K1 b - - 0 31,e7f7 e8e1 g1h2 g7e5 f2f4 e5f4 f5g3 e1h1,1655.0,75.0,100.0,557.0,endgame mate mateIn4 pin veryLong,https://lichess.org/KKsnKpde#61,,"(1600, 1700]",e8e1,e8e6,a6a5,d5a8,e8e1,g7f7
AZrw2,1n3k2/5rp1/pq6/1p2p3/7Q/8/P1P2PPP/3R2K1 w - - 0 24,d6e5 d1d8 b6d8 h4d8,1655.0,87.0,100.0,26.0,endgame mate mateIn2 short,https://lichess.org/NcSt8rtw/black#46,,"(1600, 1700]",d1d8,d1a1,g1h1,d1d8,g2g3,h4f6
0xDRw,r6r/4np2/2N1pbp1/5k1p/8/4BP1P/P5P1/3R2K1 w - - 1 23,g8e7 g2g4 h5g4 h3g4,1657.0,75.0,100.0,699.0,mate mateIn2 middlegame short,https://lichess.org/wbiEr3dH/black#44,,"(1600, 1700]",g2g4,e3f4,d1b1,c6b4,g2g4,d1d7
2Wxlf,r1bq1r1k/pp1p1p1n/2nb3B/8/5P1P/P1NB4/1P3P2/R3K1R1 w Q - 0 18,e5d6 h6g7 h8g8 g7f6 h7g5 g1g5,1658.0,74.0,100.0,662.0,discoveredAttack exposedKing fork long mate mateIn3 middlegame,https://lichess.org/7MmtSITL/black#34,Zukertort_Opening Zukertort_Opening_Black_Mustang_Defense,"(1600, 1700]",h6g7,a1c1,d3c2,h6g7,d3g6,d3h7
AK380,8/ppQr3p/1np1Nkp1/8/Pb6/7P/1q3PP1/4R1K1 w - - 6 29,g7f6 c7f4 f6e7 f4f8,1659.0,75.0,100.0,482.0,mate mateIn2 middlegame short,https://lichess.org/MBWe0Ee2/black#56,,"(1600, 1700]",c7f4,g1h1,e6c5,c7c8,c7f4,c7d7
HoRli,r4r2/1pp2ppk/pbnp1n2/4p3/4P1q1/2PP1NPp/PPB2P1N/R1BQR1K1 b - - 2 17,f1h2 g4g3 g1h1 g3g2,1660.0,75.0,100.0,61.0,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/mMHuLyac#33,Italian_Game Italian_Game_Anti-Fried_Liver_Defense,"(1600, 1700]",g4g3,f8g8,c6d8,g4e4,g4g3,g4g2
2Umaz,7Q/1p3k2/2b5/1pP2p2/6p1/3Pr3/1B3qPP/1R3B1K b - - 1 40,a8h8 c6g2 f1g2 e3e1 b1e1 f2e1 g2f1 e1f1,1662.0,74.0,100.0,405.0,mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/uIcLtdE2#79,,"(1600, 1700]",c6g2,f7e6,c6g2,f7e7,e3e2,f2f1
6RxIZ,r2qk3/1p1n2pr/p2bp3/3pN1P1/2pP1B2/2P1PP2/PPQK4/R7 w q - 0 18,h8h7 c2g6 e8e7 g6f7,1662.0,76.0,100.0,68.0,fork mate mateIn2 middlegame short,https://lichess.org/jn12JXPD/black#34,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,"(1600, 1700]",c2g6,c2g6,c2h7,c2f5,e5f7,e5g6
7DNct,2k4r/ppp3pp/6r1/2q2n2/8/2N2P2/PPQ3PP/3RR2K b - - 3 20,a1d1 f5g3 h2g3 g6h6,1662.0,75.0,100.0,149.0,mate mateIn2 middlegame sacrifice short,https://lichess.org/3p5rfqds#39,,"(1600, 1700]",f5g3,f5g3,f5e3,a7a5,c5d6,c5c2
FT0qw,r2q1rk1/p1p5/3p1bpQ/8/5PR1/3n3P/PP4PK/8 w - - 0 27,f7g6 h6g6 f6g7 g6g7,1662.0,75.0,100.0,350.0,fork mate mateIn2 middlegame short,https://lichess.org/Fob2l3DA/black#52,,"(1600, 1700]",h6g6,h6g6,g4h4,h6g5,h6h4,h6h7
FzTBV,2R5/pp1n1pkp/1q1r2p1/6B1/3bp2N/8/PP1Q1PPP/6K1 w - - 1 22,g8g7 g5h6 g7f6 d2g5 f6e6 c8e8,1662.0,75.0,100.0,250.0,long mate mateIn3 middlegame,https://lichess.org/LEaA2x74/black#42,,"(1600, 1700]",g5h6,d2c2,g2g4,d2e2,g5h6,c8d8
FCdzA,2k1n3/2p5/2Q5/3Nq3/5p2/1P6/K1P5/8 w - - 6 43,d6e8 d5b6 c8d8 c6d7,1664.0,75.0,100.0,275.0,endgame mate mateIn2 pin short,https://lichess.org/uJqVCa7s/black#84,,"(1600, 1700]",d5b6,d5f4,c6d6,c6c3,d5b6,c6c8
1IamL,r1r5/5p1k/1p1qpPpp/p1pp4/P2P1P1Q/2PP1R2/6PP/R5K1 w - - 0 22,c7c5 h4h6 h7h6 f3h3,1665.0,74.0,100.0,572.0,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/3M2b7hCx/black#42,,"(1600, 1700]",h4h6,h4h6,f3h3,c3c4,a1c1,h4h6
9Eud1,r1bQ4/1p3pk1/p3p1p1/3p1n2/P4q1B/7P/6P1/2R4K w - - 0 32,d4f4 h4f6 g7h7 d8h8,1665.0,75.0,100.0,263.0,mate mateIn2 middlegame short,https://lichess.org/5l9vMJeP/black#62,,"(1600, 1700]",h4f6,c1c8,d8d5,h4f6,h4e7,d8f8
B5BxJ,8/pp3k1p/2pQr1pB/5r2/6q1/3R2N1/PPP5/6K1 w - - 4 30,e2e6 d6f8,1667.0,77.0,100.0,114.0,mate mateIn1 middlegame oneMove,https://lichess.org/FyNci6Ds/black#58,,"(1600, 1700]",d6f8,d6f8,d6d5,d6b4,d3c3,d6e6
DlXim,1k4r1/pp6/2p5/3p3Q/2P4P/7q/PP2PK2/R4R2 b - - 5 27,g1f2 h3g3,1668.0,78.0,100.0,97.0,dovetailMate endgame mate mateIn1 oneMove,https://lichess.org/pfgWYOdc#53,,"(1600, 1700]",h3g3,h3g3,c6c5,d5d4,b8a8,h3h1
6a2d1,3n2k1/1p3qp1/p2p1p2/3P3R/4r1PN/2P5/P1P1B1K1/7R w - - 0 31,e8e4 h5h8 g8h8 h4g6 h8g8 h1h8,1669.0,77.0,100.0,198.0,attraction doubleCheck long mate mateIn3 middlegame sacrifice,https://lichess.org/ZHpj3sQS/black#60,,"(1600, 1700]",h5h8,h4f5,h5h8,e2f3,h1f1,h5h8
9Huik,1Q6/p4kpp/2p5/5r2/3r3P/5q2/P4P1P/4R1K1 w - - 4 29,f8f7 b8e8 f7f6 e1e6,1670.0,74.0,100.0,158.0,endgame mate mateIn2 short,https://lichess.org/5vQY6lKd/black#56,,"(1600, 1700]",b8e8,h2h3,e1e6,b8e8,b8a7,e1e7
1CCy0,3r4/4R1p1/2bPB1kp/8/5BK1/p5PP/Pr6/8 w - - 8 43,h7g6 e6f5 g6f6 f4e5,1672.0,74.0,100.0,1141.0,endgame mate mateIn2 short,https://lichess.org/sPjXFDoa/black#84,,"(1600, 1700]",e6f5,f4e5,e6c4,e6f5,g4h4,e7c7
2pkJh,7k/2p3p1/3p3p/1pqP1K1P/2P1Q3/6P1/8/8 w - - 0 45,b7b5 f5g6 c5f2 e4e8 f2f8 e8f8,1672.0,74.0,100.0,539.0,endgame long mate mateIn3 queenEndgame,https://lichess.org/XfRV72ND/black#88,,"(1600, 1700]",f5g6,e4e8,e4g4,e4d4,f5g6,e4e8
6fTNM,2Q5/6p1/3k1b1p/1p3B2/1P1q3P/6PK/8/8 w - - 3 45,c7d6 c8d7 d6e5 d7e6,1672.0,76.0,100.0,72.0,endgame mate mateIn2 short,https://lichess.org/eqejRktx/black#88,,"(1600, 1700]",c8d7,f5d7,c8d7,c8a6,h4h5,c8d7
AErdd,3r4/p5kp/2p3p1/2P1K3/2r5/4P2P/P4RP1/5R2 b - - 1 33,e4e5 d8d5 e5e6 c4e4,1673.0,74.0,100.0,103.0,endgame mate mateIn2 rookEndgame short,https://lichess.org/RIfIV8nI#65,,"(1600, 1700]",d8d5,c4c5,a7a6,d8e8,d8d5,c4c5
Cduos,2r2k2/1p3p2/p3p3/3p4/8/5PQ1/PPq5/K5R1 w - - 4 32,h7c2 g3d6 f8e8 g1g8,1673.0,75.0,100.0,101.0,endgame mate mateIn2 short,https://lichess.org/Tu2pkOmB/black#62,,"(1600, 1700]",g3d6,g3f4,a2a4,g3d6,g3h2,g3c7
97VQ2,6k1/5pp1/2Q4p/8/p3q3/P5PP/1PR2P1K/3r4 b - - 0 31,a6c6 d1h1,1675.0,75.0,100.0,259.0,endgame mate mateIn1 oneMove,https://lichess.org/xP0k9Br7#61,,"(1600, 1700]",d1h1,d1d4,g7g6,e4h7,d1h1,e4e1
4jApa,rn2nrk1/pp4pp/3b1q1B/2ppN3/3Pb1Q1/1BN3R1/PPP3PP/R5K1 b - - 5 14,b1c3 f6f2 g1h1 f2f1 a1f1 f8f1,1676.0,74.0,100.0,1186.0,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/sI3roa5t#27,Latvian_Gambit_Accepted Latvian_Gambit_Accepted_Other_variations,"(1600, 1700]",f6f2,f6f2,f6f4,c5c4,b7b5,f6h6
7r2R6,8/8/7P/4npk1/3Np3/2P5/2R2PPK/r7 b - - 0 50,h5h6 e5g4 h2h3 a1h1 h3g3 f5f4,1676.0,75.0,100.0,201.0,endgame long mate mateIn3,https://lichess.org/Bg4y06cJ#99,,"(1600, 1700]",e5g4,e5f3,e5g4,a1g1,a1a4,a1a2
2NLxS,8/1p2R2p/6k1/3PK2p/2r4r/5R2/8/8 w - - 4 48,g7g6 f3f6 g6g5 e7g7,1679.0,75.0,100.0,546.0,endgame mate mateIn2 rookEndgame short,https://lichess.org/LO30WAba/black#94,,"(1600, 1700]",f3f6,e7e8,f3f6,e7e6,e5e6,e7e6
ASDLR,r2q3k/pp3Q1p/2np2p1/2p2b2/2B5/5P1P/P1P3P1/4R2K w - - 3 19,b8c6 e1e8 d8e8 f7f6,1681.0,75.0,100.0,137.0,fork mate mateIn2 middlegame sacrifice short,https://lichess.org/hAVb3lC5/black#36,Pirc_Defense Pirc_Defense_Classical_Variation,"(1600, 1700]",e1e8,e1e2,e1a1,f7b7,e1e8,f7f8
D9idO,1r1b4/7R/p2pBkr1/3P2n1/NP2pp1B/2P5/4K3/8 w - - 0 42,e5e4 h7f7 f6e5 f7f5,1681.0,74.0,100.0,1170.0,mate mateIn2 middlegame pin short,https://lichess.org/yJUPP8jD/black#82,,"(1600, 1700]",h7f7,h7h8,h7e7,h7f7,e6f7,h7h6
0q39H,4R3/pkp5/np3N2/5P2/2PP2P1/3K4/P1r2r2/R7 b - - 0 30,f4f5 a6b4 d3e4 c2e2,1702.0,74.0,100.0,231.0,endgame mate mateIn2 short,https://lichess.org/NyVbd7Az#59,,"(1700, 1800]",a6b4,c7c6,c7c5,a6b4,f2h2,c7c6
5x9Vt,2k3nB/ppp4P/2n5/3pp2P/P5b1/1P1PP1b1/2PK4/RN3rNR b - - 0 19,g6h7 g3e1 d2c1 e1c3,1703.0,75.0,100.0,711.0,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/alDzMjT7#37,,"(1700, 1800]",g3e1,g3e1,f1f2,g8h6,a7a5,g3f2
GZJsY,7k/p3p3/5b1p/1p2pB2/1P2P3/P7/5qPP/2Q4K w - - 1 34,g7f6 c1h6 h8g8 f5e6,1704.0,75.0,100.0,644.0,endgame mate mateIn2 short,https://lichess.org/25iNnHeC/black#66,,"(1700, 1800]",c1h6,c1e1,c1h6,c1e3,f5e6,c1c8
Gpfol,8/3R3p/4p3/8/1R3P2/4k1P1/r5rP/3B1K2 b - - 17 42,g1f1 a2f2 f1e1 g2g1,1704.0,146.0,100.0,26.0,endgame mate mateIn2 short,https://lichess.org/6fY8uO3w#83,,"(1700, 1800]",a2f2,a2a3,g2f2,a2f2,a2a1,e3f4
C6xYO,7k/p5p1/5p1p/3Q4/2P3PK/1P3p1P/P2R1P2/6qr b - - 4 37,g3h4 h1h3 h4h3 g1g2 h3h4 g2h2,1705.0,95.0,100.0,52.0,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/dBMRuhmZ#73,,"(1700, 1800]",h1h3,h1h3,g7g5,g1e1,g1g2,g1g4
ByNTG,4r2k/pp1q1prp/5Q2/2ppN3/4b3/1P2P2P/P3NPP1/3RR2K b - - 0 22,f3e5 d7h3 h1g1 h3g2,1706.0,75.0,100.0,156.0,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/zADtbY5o#43,,"(1700, 1800]",d7h3,e4g2,e4f3,e4d3,d7h3,d7h3
0OEiy,5r1P/8/6k1/4r3/6K1/8/2R5/7R b - - 0 70,h7h8q e5g5 g4h4 f8h8,1710.0,74.0,100.0,129.0,endgame interference mate mateIn2 queenRookEndgame short,https://lichess.org/RUPjkMwf#139,,"(1700, 1800]", e5g,e5g5,e5e2,e5e1,e5e8,f8h8
